ticket_id,assigned_team,assigned_engineer,root_cause,fix_type,is_repeat_incident
TKT-18576,Database Admins,Sarah Connor,User Error,Permanent Fix,0
TKT-18577,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-18578,Network Ops,Morpheus Fish,Hardware Failure,Workaround,1
TKT-18579,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-18580,L1 Support,Anthony Gonzalez,User Error,Patch,0
TKT-18581,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-18582,DevOps,Ada Lovelace,Code Bug,Workaround,0
TKT-18583,Database Admins,Emily Blunt,Code Bug,Workaround,0
TKT-18584,Security Ops,Ethan Hunt,Code Bug,Permanent Fix,0
TKT-18585,L1 Support,Jeffery Wagner,Config Error,Permanent Fix,1
TKT-18586,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-18587,Security Ops,Ethan Hunt,User Error,Permanent Fix,0
TKT-18588,L1 Support,Anthony Gonzalez,Config Error,Permanent Fix,1
TKT-18589,L1 Support,Robert Johnson,Code Bug,System Restart,0
TKT-18590,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18591,DevOps,Grace Hopper,Config Error,Patch,0
TKT-18592,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-18593,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-18594,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-18595,L1 Support,Anthony Gonzalez,Config Error,Permanent Fix,0
TKT-18596,Network Ops,Morpheus Fish,User Error,Permanent Fix,1
TKT-18597,Network Ops,Trinity Moss,Code Bug,Workaround,1
TKT-18598,L1 Support,Joshua Walker,User Error,Workaround,0
TKT-18599,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-18600,DevOps,Linus T,Vendor Issue,Patch,0
TKT-18601,DevOps,Ada Lovelace,User Error,Permanent Fix,0
TKT-18602,L1 Support,Jill Rhodes,Config Error,Workaround,0
TKT-18603,L1 Support,Jeffery Wagner,Code Bug,Workaround,0
TKT-18604,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-18605,L1 Support,Jeffery Wagner,Hardware Failure,Workaround,0
TKT-18606,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-18607,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-18608,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-18609,L1 Support,Debra Gardner,Config Error,Permanent Fix,0
TKT-18610,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-18611,L1 Support,Jeffrey Lawrence,Code Bug,Permanent Fix,0
TKT-18612,L1 Support,Jeffrey Lawrence,Code Bug,Workaround,0
TKT-18613,L1 Support,Jeffery Wagner,Code Bug,System Restart,0
TKT-18614,L1 Support,Jeffery Wagner,Config Error,Permanent Fix,0
TKT-18615,L1 Support,Joshua Walker,Vendor Issue,System Restart,0
TKT-18616,L1 Support,Robert Johnson,Vendor Issue,Permanent Fix,0
TKT-18617,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-18618,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-18619,DevOps,Linus T,Vendor Issue,Permanent Fix,0
TKT-18620,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-18621,Security Ops,James Bond,Hardware Failure,Patch,0
TKT-18622,L1 Support,Joshua Walker,Config Error,Workaround,0
TKT-18623,Database Admins,Sarah Connor,Vendor Issue,Permanent Fix,0
TKT-18624,DevOps,Ada Lovelace,Hardware Failure,Workaround,0
TKT-18625,Network Ops,Morpheus Fish,Config Error,Patch,1
TKT-18626,DevOps,Ada Lovelace,Code Bug,Permanent Fix,0
TKT-18627,L1 Support,Joshua Walker,User Error,Workaround,0
TKT-18628,L1 Support,Debra Gardner,Vendor Issue,Workaround,1
TKT-18629,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-18630,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-18631,DevOps,Linus T,Vendor Issue,Permanent Fix,0
TKT-18632,L1 Support,Debra Gardner,Config Error,Workaround,0
TKT-18633,L1 Support,Jill Rhodes,User Error,Permanent Fix,0
TKT-18634,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-18635,L1 Support,Anthony Gonzalez,Hardware Failure,Patch,0
TKT-18636,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-18637,Network Ops,Neo Anderson,Hardware Failure,Workaround,1
TKT-18638,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-18639,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-18640,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-18641,DevOps,Linus T,Config Error,Workaround,0
TKT-18642,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-18643,Database Admins,Aaron Smith,Config Error,Permanent Fix,0
TKT-18644,DevOps,Linus T,Hardware Failure,Patch,0
TKT-18645,L1 Support,Anthony Gonzalez,Code Bug,Workaround,0
TKT-18646,Network Ops,Morpheus Fish,Vendor Issue,System Restart,0
TKT-18647,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-18648,Network Ops,Morpheus Fish,Hardware Failure,System Restart,1
TKT-18649,Network Ops,Trinity Moss,Config Error,Patch,0
TKT-18650,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-18651,Database Admins,John Doe,Code Bug,Workaround,0
TKT-18652,Network Ops,Neo Anderson,Hardware Failure,Patch,0
TKT-18653,L1 Support,Lisa Smith,Hardware Failure,Workaround,0
TKT-18654,DevOps,Grace Hopper,Code Bug,Permanent Fix,0
TKT-18655,Network Ops,Trinity Moss,User Error,System Restart,0
TKT-18656,Network Ops,Neo Anderson,Config Error,Workaround,1
TKT-18657,Network Ops,Neo Anderson,Vendor Issue,System Restart,0
TKT-18658,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-18659,L1 Support,Patricia Miller,Config Error,Workaround,0
TKT-18660,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-18661,Network Ops,Morpheus Fish,Vendor Issue,Patch,0
TKT-18662,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-18663,L1 Support,Jill Rhodes,Hardware Failure,Permanent Fix,0
TKT-18664,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-18665,L1 Support,Patricia Miller,User Error,Patch,0
TKT-18666,L1 Support,Joshua Walker,Hardware Failure,Permanent Fix,0
TKT-18667,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-18668,Network Ops,Trinity Moss,Config Error,Permanent Fix,1
TKT-18669,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-18670,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-18671,L1 Support,Joshua Walker,Code Bug,Patch,0
TKT-18672,Database Admins,Sarah Connor,Code Bug,Patch,0
TKT-18673,Network Ops,Morpheus Fish,Vendor Issue,System Restart,0
TKT-18674,L1 Support,Robert Johnson,User Error,Workaround,0
TKT-18675,L1 Support,Anthony Gonzalez,Config Error,Patch,1
TKT-18676,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18677,Database Admins,John Doe,Hardware Failure,Permanent Fix,0
TKT-18678,L1 Support,Debra Gardner,User Error,Permanent Fix,0
TKT-18679,Security Ops,James Bond,Hardware Failure,Permanent Fix,1
TKT-18680,L1 Support,Debra Gardner,User Error,Patch,0
TKT-18681,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-18682,Network Ops,Trinity Moss,Config Error,Workaround,1
TKT-18683,DevOps,Linus T,Hardware Failure,Patch,0
TKT-18684,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-18685,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-18686,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18687,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-18688,L1 Support,Jeffery Wagner,User Error,Permanent Fix,0
TKT-18689,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-18690,L1 Support,Danielle Johnson,Vendor Issue,Permanent Fix,0
TKT-18691,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-18692,L1 Support,Joshua Walker,Vendor Issue,Workaround,1
TKT-18693,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18694,L1 Support,Jill Rhodes,Hardware Failure,Permanent Fix,0
TKT-18695,Database Admins,Sarah Connor,Vendor Issue,Workaround,1
TKT-18696,Network Ops,Neo Anderson,Code Bug,Patch,0
TKT-18697,L1 Support,Robert Johnson,User Error,Permanent Fix,0
TKT-18698,Network Ops,Neo Anderson,User Error,Permanent Fix,1
TKT-18699,L1 Support,Lisa Smith,Code Bug,Patch,0
TKT-18700,L1 Support,Lisa Smith,Config Error,Patch,0
TKT-18701,L1 Support,Danielle Johnson,Vendor Issue,Workaround,0
TKT-18702,DevOps,Ada Lovelace,Vendor Issue,Permanent Fix,0
TKT-18703,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-18704,DevOps,Linus T,Hardware Failure,Workaround,0
TKT-18705,L1 Support,Jill Rhodes,Hardware Failure,Permanent Fix,0
TKT-18706,DevOps,Ada Lovelace,Vendor Issue,Permanent Fix,0
TKT-18707,L1 Support,Patricia Miller,Vendor Issue,Permanent Fix,0
TKT-18708,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-18709,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-18710,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-18711,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-18712,L1 Support,Joshua Walker,Hardware Failure,Permanent Fix,1
TKT-18713,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18714,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,1
TKT-18715,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-18716,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-18717,Database Admins,Sarah Connor,User Error,Workaround,1
TKT-18718,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-18719,DevOps,Ada Lovelace,Config Error,Permanent Fix,1
TKT-18720,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-18721,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18722,DevOps,Linus T,Vendor Issue,Workaround,0
TKT-18723,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-18724,L1 Support,Anthony Gonzalez,Code Bug,Workaround,1
TKT-18725,L1 Support,Anthony Gonzalez,Hardware Failure,Permanent Fix,0
TKT-18726,Security Ops,James Bond,User Error,Patch,0
TKT-18727,DevOps,Ada Lovelace,Code Bug,Permanent Fix,0
TKT-18728,Security Ops,James Bond,Hardware Failure,Patch,0
TKT-18729,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-18730,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-18731,Database Admins,Emily Blunt,Hardware Failure,Workaround,0
TKT-18732,DevOps,Grace Hopper,User Error,Patch,0
TKT-18733,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18734,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-18735,Network Ops,Neo Anderson,User Error,Patch,1
TKT-18736,Network Ops,Trinity Moss,Code Bug,Patch,1
TKT-18737,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-18738,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-18739,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-18740,DevOps,Grace Hopper,Hardware Failure,System Restart,1
TKT-18741,L1 Support,Joshua Walker,Vendor Issue,Workaround,0
TKT-18742,DevOps,Linus T,Vendor Issue,Workaround,0
TKT-18743,L1 Support,Patricia Miller,Code Bug,Workaround,0
TKT-18744,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-18745,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-18746,L1 Support,Anthony Gonzalez,Config Error,System Restart,0
TKT-18747,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-18748,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-18749,L1 Support,Jill Rhodes,Hardware Failure,Permanent Fix,0
TKT-18750,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-18751,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-18752,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,1
TKT-18753,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-18754,Database Admins,Emily Blunt,Hardware Failure,Permanent Fix,0
TKT-18755,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18756,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18757,Database Admins,Sarah Connor,Config Error,Patch,0
TKT-18758,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-18759,Network Ops,Trinity Moss,User Error,Permanent Fix,1
TKT-18760,Database Admins,Aaron Smith,Config Error,Permanent Fix,0
TKT-18761,DevOps,Linus T,User Error,Workaround,0
TKT-18762,L1 Support,Lisa Smith,Code Bug,System Restart,0
TKT-18763,Database Admins,Emily Blunt,Code Bug,Workaround,0
TKT-18764,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-18765,Network Ops,Morpheus Fish,Hardware Failure,Workaround,1
TKT-18766,Network Ops,Trinity Moss,Hardware Failure,System Restart,0
TKT-18767,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-18768,DevOps,Grace Hopper,Hardware Failure,Permanent Fix,1
TKT-18769,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-18770,L1 Support,Jeffery Wagner,Code Bug,Workaround,0
TKT-18771,L1 Support,Debra Gardner,Config Error,Workaround,0
TKT-18772,L1 Support,Debra Gardner,Hardware Failure,Permanent Fix,0
TKT-18773,Network Ops,Morpheus Fish,Code Bug,Workaround,1
TKT-18774,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-18775,Network Ops,Neo Anderson,Config Error,Workaround,1
TKT-18776,Database Admins,Emily Blunt,User Error,Patch,0
TKT-18777,L1 Support,Lisa Smith,Code Bug,Permanent Fix,0
TKT-18778,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-18779,Network Ops,Trinity Moss,User Error,Workaround,1
TKT-18780,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-18781,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-18782,DevOps,Grace Hopper,Vendor Issue,Permanent Fix,0
TKT-18783,L1 Support,Joshua Walker,Code Bug,Permanent Fix,0
TKT-18784,Security Ops,Ethan Hunt,User Error,Patch,1
TKT-18785,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-18786,Database Admins,Aaron Smith,User Error,Workaround,0
TKT-18787,DevOps,Ada Lovelace,Config Error,Patch,0
TKT-18788,Security Ops,James Bond,Config Error,Workaround,0
TKT-18789,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-18790,L1 Support,Lisa Smith,Hardware Failure,System Restart,1
TKT-18791,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-18792,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-18793,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-18794,Network Ops,Neo Anderson,User Error,Workaround,1
TKT-18795,L1 Support,Joshua Walker,Vendor Issue,Workaround,0
TKT-18796,Database Admins,Emily Blunt,Code Bug,Patch,0
TKT-18797,Database Admins,John Doe,Config Error,Patch,0
TKT-18798,Network Ops,Morpheus Fish,Code Bug,System Restart,0
TKT-18799,Network Ops,Trinity Moss,User Error,System Restart,0
TKT-18800,DevOps,Ada Lovelace,User Error,System Restart,0
TKT-18801,Security Ops,Ethan Hunt,Hardware Failure,Workaround,0
TKT-18802,Network Ops,Trinity Moss,Vendor Issue,Workaround,0
TKT-18803,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-18804,L1 Support,Debra Gardner,Hardware Failure,Workaround,0
TKT-18805,DevOps,Ada Lovelace,Vendor Issue,Workaround,0
TKT-18806,Network Ops,Neo Anderson,Code Bug,Workaround,1
TKT-18807,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,1
TKT-18808,DevOps,Grace Hopper,User Error,Workaround,1
TKT-18809,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-18810,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-18811,L1 Support,Joshua Walker,Vendor Issue,Workaround,0
TKT-18812,L1 Support,Debra Gardner,Vendor Issue,Workaround,0
TKT-18813,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-18814,Security Ops,James Bond,Hardware Failure,Patch,0
TKT-18815,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-18816,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-18817,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-18818,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-18819,L1 Support,Lisa Smith,Hardware Failure,Workaround,0
TKT-18820,Network Ops,Neo Anderson,Hardware Failure,Patch,0
TKT-18821,Network Ops,Neo Anderson,Code Bug,Patch,0
TKT-18822,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-18823,L1 Support,Jill Rhodes,Vendor Issue,Patch,0
TKT-18824,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-18825,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-18826,Network Ops,Neo Anderson,Config Error,Permanent Fix,1
TKT-18827,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-18828,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-18829,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-18830,Database Admins,Aaron Smith,Hardware Failure,Workaround,0
TKT-18831,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-18832,Database Admins,Emily Blunt,Vendor Issue,System Restart,0
TKT-18833,L1 Support,Jeffery Wagner,Vendor Issue,Workaround,0
TKT-18834,L1 Support,Joshua Walker,Code Bug,Permanent Fix,0
TKT-18835,L1 Support,Patricia Miller,User Error,Workaround,0
TKT-18836,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-18837,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-18838,L1 Support,Jeffrey Lawrence,Config Error,Patch,0
TKT-18839,Network Ops,Morpheus Fish,Code Bug,System Restart,1
TKT-18840,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-18841,L1 Support,Danielle Johnson,Vendor Issue,Workaround,0
TKT-18842,Database Admins,Emily Blunt,Hardware Failure,Permanent Fix,0
TKT-18843,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-18844,L1 Support,Jeffery Wagner,Code Bug,Permanent Fix,0
TKT-18845,Network Ops,Morpheus Fish,Vendor Issue,Patch,0
TKT-18846,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-18847,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-18848,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-18849,L1 Support,Anthony Gonzalez,Config Error,Workaround,0
TKT-18850,Database Admins,Aaron Smith,Code Bug,Permanent Fix,0
TKT-18851,DevOps,Grace Hopper,Config Error,Workaround,0
TKT-18852,Network Ops,Trinity Moss,Code Bug,Patch,0
TKT-18853,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-18854,Database Admins,Aaron Smith,Hardware Failure,Workaround,0
TKT-18855,Network Ops,Morpheus Fish,Config Error,Permanent Fix,1
TKT-18856,Network Ops,Trinity Moss,Config Error,Permanent Fix,1
TKT-18857,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,1
TKT-18858,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-18859,L1 Support,Patricia Miller,Vendor Issue,Permanent Fix,0
TKT-18860,Network Ops,Morpheus Fish,Hardware Failure,Workaround,1
TKT-18861,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-18862,L1 Support,Jeffery Wagner,Vendor Issue,Permanent Fix,0
TKT-18863,L1 Support,Lisa Smith,Vendor Issue,Permanent Fix,1
TKT-18864,L1 Support,Anthony Gonzalez,User Error,Permanent Fix,0
TKT-18865,Network Ops,Trinity Moss,User Error,Patch,0
TKT-18866,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18867,L1 Support,Jeffery Wagner,Config Error,Permanent Fix,1
TKT-18868,L1 Support,Anthony Gonzalez,User Error,Patch,0
TKT-18869,Network Ops,Trinity Moss,Vendor Issue,System Restart,0
TKT-18870,L1 Support,Jeffery Wagner,Hardware Failure,Workaround,0
TKT-18871,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-18872,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-18873,Network Ops,Neo Anderson,Vendor Issue,System Restart,0
TKT-18874,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-18875,Database Admins,Emily Blunt,User Error,Permanent Fix,0
TKT-18876,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-18877,L1 Support,Joshua Walker,Vendor Issue,Workaround,0
TKT-18878,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-18879,L1 Support,Anthony Gonzalez,Config Error,Patch,0
TKT-18880,Database Admins,Emily Blunt,Config Error,Workaround,0
TKT-18881,L1 Support,Robert Johnson,User Error,Workaround,0
TKT-18882,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-18883,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-18884,L1 Support,Patricia Miller,User Error,Permanent Fix,0
TKT-18885,L1 Support,Debra Gardner,Config Error,Workaround,0
TKT-18886,Database Admins,Sarah Connor,User Error,Patch,0
TKT-18887,L1 Support,Jeffrey Lawrence,Config Error,Permanent Fix,0
TKT-18888,Database Admins,Sarah Connor,Config Error,Permanent Fix,0
TKT-18889,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-18890,Network Ops,Trinity Moss,User Error,Workaround,1
TKT-18891,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-18892,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-18893,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-18894,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-18895,DevOps,Ada Lovelace,Vendor Issue,Patch,0
TKT-18896,L1 Support,Jeffrey Lawrence,User Error,Permanent Fix,0
TKT-18897,Network Ops,Trinity Moss,User Error,Permanent Fix,1
TKT-18898,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-18899,L1 Support,Danielle Johnson,Hardware Failure,Workaround,0
TKT-18900,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-18901,L1 Support,Jeffery Wagner,Vendor Issue,Workaround,0
TKT-18902,Network Ops,Trinity Moss,Code Bug,Patch,0
TKT-18903,Database Admins,Aaron Smith,Vendor Issue,Patch,0
TKT-18904,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-18905,DevOps,Ada Lovelace,User Error,Permanent Fix,0
TKT-18906,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-18907,DevOps,Ada Lovelace,Code Bug,Workaround,0
TKT-18908,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-18909,L1 Support,Danielle Johnson,User Error,Workaround,0
TKT-18910,L1 Support,Jill Rhodes,Hardware Failure,Workaround,0
TKT-18911,L1 Support,Patricia Miller,Config Error,Permanent Fix,0
TKT-18912,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-18913,L1 Support,Anthony Gonzalez,Config Error,Permanent Fix,0
TKT-18914,L1 Support,Jeffrey Lawrence,Hardware Failure,Permanent Fix,0
TKT-18915,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-18916,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-18917,Database Admins,John Doe,User Error,Patch,0
TKT-18918,L1 Support,Robert Johnson,Config Error,System Restart,0
TKT-18919,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-18920,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-18921,Database Admins,Aaron Smith,User Error,Workaround,0
TKT-18922,Network Ops,Trinity Moss,Code Bug,Workaround,0
TKT-18923,Network Ops,Neo Anderson,Vendor Issue,Workaround,1
TKT-18924,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-18925,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-18926,Database Admins,Sarah Connor,Config Error,Permanent Fix,0
TKT-18927,L1 Support,Robert Johnson,User Error,Workaround,1
TKT-18928,Network Ops,Neo Anderson,User Error,Workaround,1
TKT-18929,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-18930,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-18931,L1 Support,Jeffery Wagner,Vendor Issue,Permanent Fix,0
TKT-18932,DevOps,Ada Lovelace,Config Error,Workaround,0
TKT-18933,L1 Support,Lisa Smith,Vendor Issue,Workaround,0
TKT-18934,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-18935,Network Ops,Trinity Moss,Config Error,Permanent Fix,1
TKT-18936,L1 Support,Jeffery Wagner,Code Bug,Patch,0
TKT-18937,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-18938,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-18939,Network Ops,Trinity Moss,Config Error,Patch,0
TKT-18940,L1 Support,Jeffrey Lawrence,Vendor Issue,System Restart,0
TKT-18941,Network Ops,Neo Anderson,Hardware Failure,Workaround,1
TKT-18942,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-18943,Security Ops,Ethan Hunt,Code Bug,Workaround,0
TKT-18944,L1 Support,Anthony Gonzalez,Vendor Issue,Permanent Fix,0
TKT-18945,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-18946,L1 Support,Danielle Johnson,User Error,Patch,0
TKT-18947,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-18948,DevOps,Grace Hopper,Vendor Issue,Permanent Fix,0
TKT-18949,DevOps,Ada Lovelace,Hardware Failure,System Restart,0
TKT-18950,L1 Support,Jeffrey Lawrence,Config Error,Patch,0
TKT-18951,DevOps,Ada Lovelace,Vendor Issue,Workaround,0
TKT-18952,Network Ops,Neo Anderson,Hardware Failure,Workaround,1
TKT-18953,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-18954,DevOps,Ada Lovelace,User Error,Workaround,0
TKT-18955,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-18956,L1 Support,Jill Rhodes,Code Bug,Workaround,0
TKT-18957,DevOps,Linus T,Config Error,Workaround,0
TKT-18958,Network Ops,Trinity Moss,Code Bug,Workaround,1
TKT-18959,L1 Support,Jill Rhodes,User Error,Permanent Fix,1
TKT-18960,Network Ops,Neo Anderson,Vendor Issue,Patch,1
TKT-18961,DevOps,Linus T,Hardware Failure,Permanent Fix,0
TKT-18962,DevOps,Grace Hopper,Code Bug,Permanent Fix,0
TKT-18963,Network Ops,Trinity Moss,User Error,Workaround,0
TKT-18964,Network Ops,Trinity Moss,Vendor Issue,Patch,0
TKT-18965,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-18966,L1 Support,Anthony Gonzalez,Config Error,Patch,1
TKT-18967,L1 Support,Robert Johnson,User Error,Permanent Fix,0
TKT-18968,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,1
